Industry,OrgSize,Category,Rank,Tool,Count,Pct,CategoryRespondents,GroupSize
Government,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,3,Anthropic: Claude Sonnet,4,40.0,10,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,4,X Grok models,4,40.0,10,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,5,DeepSeek (V- General purpose models),3,30.0,10,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Database,1,MySQL,9,45.0,20,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Database,2,MariaDB,8,40.0,20,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Database,3,MongoDB,8,40.0,20,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Database,4,PostgreSQL,8,40.0,20,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Database,5,SQLite,8,40.0,20,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Platform,1,Docker,8,50.0,16,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Platform,2,Composer,7,43.8,16,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Platform,3,Pip,7,43.8,16,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Platform,4,npm,7,43.8,16,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",Platform,5,Amazon Web Services (AWS),6,37.5,16,26
Government,Less than 20 employees,AIModels,1,openAI GPT (chatbot models),19,67.9,28,62
Government,Less than 20 employees,AIModels,2,Anthropic: Claude Sonnet,9,32.1,28,62
Government,Less than 20 employees,AIModels,3,openAI Image generating models,9,32.1,28,62
Government,Less than 20 employees,AIModels,4,openAI Reasoning models,7,25.0,28,62
Government,Less than 20 employees,AIModels,5,DeepSeek (R- Reasoning models),6,21.4,28,62
Government,Less than 20 employees,Database,1,MySQL,21,47.7,44,62
Government,Less than 20 employees,Database,2,PostgreSQL,19,43.2,44,62
Government,Less than 20 employees,Database,3,SQLite,17,38.6,44,62
Government,Less than 20 employees,Database,4,MariaDB,14,31.8,44,62
Government,Less than 20 employees,Database,5,MongoDB,14,31.8,44,62
Government,Less than 20 employees,Platform,1,Docker,21,75.0,28,62
Government,Less than 20 employees,Platform,2,npm,15,53.6,28,62
Government,Less than 20 employees,Platform,3,Pip,12,42.9,28,62
Government,Less than 20 employees,Platform,4,Amazon Web Services (AWS),9,32.1,28,62
Government,Less than 20 employees,Platform,5,Homebrew,9,32.1,28,62
Healthcare,"1,000 to 4,999 employees",AIModels,1,openAI GPT (chatbot models),55,88.7,62,154
Healthcare,"1,000 to 4,999 employees",AIModels,2,Anthropic: Claude Sonnet,29,46.8,62,154
Healthcare,"1,000 to 4,999 employees",AIModels,3,openAI Reasoning models,20,32.3,62,154
Healthcare,"1,000 to 4,999 employees",AIModels,4,Gemini (Pro Reasoning models),16,25.8,62,154
Healthcare,"1,000 to 4,999 employees",AIModels,5,openAI Image generating models,16,25.8,62,154
Healthcare,"1,000 to 4,999 employees",Database,1,Microsoft SQL Server,63,56.2,112,154
Healthcare,"1,000 to 4,999 employees",Database,2,PostgreSQL,59,52.7,112,154
Healthcare,"1,000 to 4,999 employees",Database,3,MySQL,43,38.4,112,154
Healthcare,"1,000 to 4,999 employees",Database,4,SQLite,34,30.4,112,154
Healthcare,"1,000 to 4,999 employees",Database,5,MariaDB,23,20.5,112,154
Healthcare,"1,000 to 4,999 employees",Platform,1,Docker,69,70.4,98,154
Healthcare,"1,000 to 4,999 employees",Platform,2,npm,51,52.0,98,154
Healthcare,"1,000 to 4,999 employees",Platform,3,Amazon Web Services (AWS),42,42.9,98,154
Healthcare,"1,000 to 4,999 employees",Platform,4,Microsoft Azure,41,41.8,98,154
Healthcare,"1,000 to 4,999 employees",Platform,5,Pip,36,36.7,98,154
Healthcare,"10,000 or more employees",AIModels,1,openAI GPT (chatbot models),77,84.6,91,236
Healthcare,"10,000 or more employees",AIModels,2,Anthropic: Claude Sonnet,33,36.3,91,236
Healthcare,"10,000 or more employees",AIModels,3,Gemini (Flash general purpose models),33,36.3,91,236
Healthcare,"10,000 or more employees",AIModels,4,openAI Reasoning models,33,36.3,91,236
Healthcare,"10,000 or more employees",AIModels,5,openAI Image generating models,31,34.1,91,236
Healthcare,"10,000 or more employees",Database,1,Microsoft SQL Server,84,50.0,168,236
Healthcare,"10,000 or more employees",Database,2,PostgreSQL,84,50.0,168,236
Healthcare,"10,000 or more employees",Database,3,SQLite,59,35.1,168,236
Healthcare,"10,000 or more employees",Database,4,MySQL,53,31.5,168,236
Healthcare,"10,000 or more employees",Database,5,Oracle,31,18.5,168,236
Healthcare,"10,000 or more employees",Platform,1,Docker,113,66.1,171,236
Healthcare,"10,000 or more employees",Platform,2,Pip,78,45.6,171,236
Healthcare,"10,000 or more employees",Platform,3,npm,77,45.0,171,236
Healthcare,"10,000 or more employees",Platform,4,Microsoft Azure,71,41.5,171,236
Healthcare,"10,000 or more employees",Platform,5,Amazon Web Services (AWS),64,37.4,171,236
Healthcare,100 to 499 employees,AIModels,1,openAI GPT (chatbot models),94,86.2,109,255
Healthcare,100 to 499 employees,AIModels,2,Anthropic: Claude Sonnet,46,42.2,109,255
Healthcare,100 to 499 employees,AIModels,3,Gemini (Flash general purpose models),32,29.4,109,255
Healthcare,100 to 499 employees,AIModels,4,openAI Reasoning models,32,29.4,109,255
Healthcare,100 to 499 employees,AIModels,5,DeepSeek (R- Reasoning models),22,20.2,109,255
Healthcare,100 to 499 employees,Database,1,PostgreSQL,108,56.5,191,255
Healthcare,100 to 499 employees,Database,2,MySQL,77,40.3,191,255
Healthcare,100 to 499 employees,Database,3,SQLite,74,38.7,191,255
Healthcare,100 to 499 employees,Database,4,Microsoft SQL Server,73,38.2,191,255
Healthcare,100 to 499 employees,Database,5,Redis,54,28.3,191,255
Healthcare,100 to 499 employees,Platform,1,Docker,135,73.4,184,255
Healthcare,100 to 499 employees,Platform,2,npm,106,57.6,184,255
Healthcare,100 to 499 employees,Platform,3,Amazon Web Services (AWS),93,50.5,184,255
Healthcare,100 to 499 employees,Platform,4,Pip,81,44.0,184,255
Healthcare,100 to 499 employees,Platform,5,Microsoft Azure,66,35.9,184,255
Healthcare,20 to 99 employees,AIModels,1,openAI GPT (chatbot models),95,87.2,109,244
Healthcare,20 to 99 employees,AIModels,2,Anthropic: Claude Sonnet,55,50.5,109,244
Healthcare,20 to 99 employees,AIModels,3,Gemini (Flash general purpose models),41,37.6,109,244
Healthcare,20 to 99 employees,AIModels,4,openAI Reasoning models,36,33.0,109,244
Healthcare,20 to 99 employees,AIModels,5,openAI Image generating models,32,29.4,109,244
Healthcare,20 to 99 employees,Database,1,PostgreSQL,101,57.4,176,244
Healthcare,20 to 99 employees,Database,2,SQLite,65,36.9,176,244
Healthcare,20 to 99 employees,Database,3,Redis,63,35.8,176,244
Healthcare,20 to 99 employees,Database,4,Microsoft SQL Server,54,30.7,176,244
Healthcare,20 to 99 employees,Database,5,MySQL,52,29.5,176,244
Healthcare,20 to 99 employees,Platform,1,Docker,127,80.9,157,244
Healthcare,20 to 99 employees,Platform,2,npm,103,65.6,157,244
Healthcare,20 to 99 employees,Platform,3,Amazon Web Services (AWS),85,54.1,157,244
Healthcare,20 to 99 employees,Platform,4,Pip,70,44.6,157,244
Healthcare,20 to 99 employees,Platform,5,Homebrew,54,34.4,157,244
Healthcare,"5,000 to 9,999 employees",AIModels,1,openAI GPT (chatbot models),29,87.9,33,71
Healthcare,"5,000 to 9,999 employees",AIModels,2,Gemini (Flash general purpose models),16,48.5,33,71
Healthcare,"5,000 to 9,999 employees",AIModels,3,openAI Reasoning models,11,33.3,33,71
Healthcare,"5,000 to 9,999 employees",AIModels,4,DeepSeek (R- Reasoning models),9,27.3,33,71
Healthcare,"5,000 to 9,999 employees",AIModels,5,Anthropic: Claude Sonnet,8,24.2,33,71
Healthcare,"5,000 to 9,999 employees",Database,1,PostgreSQL,32,62.7,51,71
Healthcare,"5,000 to 9,999 employees",Database,2,Microsoft SQL Server,20,39.2,51,71
Healthcare,"5,000 to 9,999 employees",Database,3,SQLite,18,35.3,51,71
Healthcare,"5,000 to 9,999 employees",Database,4,MySQL,17,33.3,51,71
Healthcare,"5,000 to 9,999 employees",Database,5,Elasticsearch,12,23.5,51,71
Healthcare,"5,000 to 9,999 employees",Platform,1,Docker,34,77.3,44,71
Healthcare,"5,000 to 9,999 employees",Platform,2,Pip,23,52.3,44,71
Healthcare,"5,000 to 9,999 employees",Platform,3,npm,23,52.3,44,71
Healthcare,"5,000 to 9,999 employees",Platform,4,Microsoft Azure,22,50.0,44,71
Healthcare,"5,000 to 9,999 employees",Platform,5,Amazon Web Services (AWS),20,45.5,44,71
Healthcare,500 to 999 employees,AIModels,1,openAI GPT (chatbot models),35,87.5,40,102
Healthcare,500 to 999 employees,AIModels,2,openAI Reasoning models,14,35.0,40,102
Healthcare,500 to 999 employees,AIModels,3,Anthropic: Claude Sonnet,13,32.5,40,102
Healthcare,500 to 999 employees,AIModels,4,Gemini (Flash general purpose models),13,32.5,40,102
Healthcare,500 to 999 employees,AIModels,5,Gemini (Pro Reasoning models),11,27.5,40,102
Healthcare,500 to 999 employees,Database,1,PostgreSQL,39,56.5,69,102
Healthcare,500 to 999 employees,Database,2,Microsoft SQL Server,26,37.7,69,102
Healthcare,500 to 999 employees,Database,3,SQLite,22,31.9,69,102
Healthcare,500 to 999 employees,Database,4,MySQL,21,30.4,69,102
Healthcare,500 to 999 employees,Database,5,Redis,17,24.6,69,102
Healthcare,500 to 999 employees,Platform,1,Docker,58,79.5,73,102
Healthcare,500 to 999 employees,Platform,2,npm,35,47.9,73,102
Healthcare,500 to 999 employees,Platform,3,Pip,32,43.8,73,102
Healthcare,500 to 999 employees,Platform,4,Amazon Web Services (AWS),29,39.7,73,102
Healthcare,500 to 999 employees,Platform,5,Microsoft Azure,27,37.0,73,102
Healthcare,I don’t know,AIModels,1,openAI GPT (chatbot models),7,87.5,8,37
Healthcare,I don’t know,AIModels,2,Anthropic: Claude Sonnet,6,75.0,8,37
Healthcare,I don’t know,AIModels,3,Gemini (Flash general purpose models),5,62.5,8,37
Healthcare,I don’t know,AIModels,4,Gemini (Pro Reasoning models),2,25.0,8,37
Healthcare,I don’t know,AIModels,5,openAI Image generating models,2,25.0,8,37
Healthcare,I don’t know,Database,1,MySQL,8,61.5,13,37
Healthcare,I don’t know,Database,2,PostgreSQL,6,46.2,13,37
Healthcare,I don’t know,Database,3,SQLite,6,46.2,13,37
Healthcare,I don’t know,Database,4,MariaDB,4,30.8,13,37
Healthcare,I don’t know,Database,5,MongoDB,4,30.8,13,37
Healthcare,I don’t know,Platform,1,Docker,10,62.5,16,37
Healthcare,I don’t know,Platform,2,npm,9,56.2,16,37
Healthcare,I don’t know,Platform,3,Amazon Web Services (AWS),8,50.0,16,37
Healthcare,I don’t know,Platform,4,Microsoft Azure,5,31.2,16,37
Healthcare,I don’t know,Platform,5,Pip,4,25.0,16,37
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,1,openAI GPT (chatbot models),11,91.7,12,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,2,Gemini (Flash general purpose models),7,58.3,12,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,3,Anthropic: Claude Sonnet,5,41.7,12,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,4,DeepSeek (R- Reasoning models),4,33.3,12,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,5,openAI Image generating models,4,33.3,12,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Database,1,PostgreSQL,11,57.9,19,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Database,2,Microsoft SQL Server,9,47.4,19,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Database,3,SQLite,8,42.1,19,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Database,4,MySQL,7,36.8,19,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Database,5,MariaDB,4,21.1,19,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Platform,1,Docker,7,50.0,14,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Platform,2,Google Cloud,6,42.9,14,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Platform,3,Pip,6,42.9,14,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Platform,4,npm,5,35.7,14,34
Healthcare,"Just me - I am a freelancer, sole proprietor, etc.",Platform,5,APT,4,28.6,14,34
Healthcare,Less than 20 employees,AIModels,1,openAI GPT (chatbot models),90,87.4,103,183
Healthcare,Less than 20 employees,AIModels,2,openAI Reasoning models,45,43.7,103,183
Healthcare,Less than 20 employees,AIModels,3,Anthropic: Claude Sonnet,40,38.8,103,183
Healthcare,Less than 20 employees,AIModels,4,Gemini (Flash general purpose models),31,30.1,103,183
Healthcare,Less than 20 employees,AIModels,5,openAI Image generating models,31,30.1,103,183
Healthcare,Less than 20 employees,Database,1,PostgreSQL,83,58.9,141,183
Healthcare,Less than 20 employees,Database,2,SQLite,57,40.4,141,183
Healthcare,Less than 20 employees,Database,3,MySQL,51,36.2,141,183
Healthcare,Less than 20 employees,Database,4,Redis,37,26.2,141,183
Healthcare,Less than 20 employees,Database,5,Microsoft SQL Server,33,23.4,141,183
Healthcare,Less than 20 employees,Platform,1,Docker,98,77.2,127,183
Healthcare,Less than 20 employees,Platform,2,npm,81,63.8,127,183
Healthcare,Less than 20 employees,Platform,3,Pip,63,49.6,127,183
Healthcare,Less than 20 employees,Platform,4,Amazon Web Services (AWS),57,44.9,127,183
Healthcare,Less than 20 employees,Platform,5,Vite,45,35.4,127,183
Higher Education,"1,000 to 4,999 employees",AIModels,1,openAI GPT (chatbot models),90,89.1,101,262
Higher Education,"1,000 to 4,999 employees",AIModels,2,openAI Reasoning models,40,39.6,101,262
Higher Education,"1,000 to 4,999 employees",AIModels,3,Anthropic: Claude Sonnet,34,33.7,101,262
Higher Education,"1,000 to 4,999 employees",AIModels,4,Gemini (Flash general purpose models),28,27.7,101,262
Higher Education,"1,000 to 4,999 employees",AIModels,5,openAI Image generating models,27,26.7,101,262
Higher Education,"1,000 to 4,999 employees",Database,1,PostgreSQL,80,51.0,157,262
Higher Education,"1,000 to 4,999 employees",Database,2,MySQL,73,46.5,157,262
Higher Education,"1,000 to 4,999 employees",Database,3,SQLite,71,45.2,157,262
Higher Education,"1,000 to 4,999 employees",Database,4,MariaDB,57,36.3,157,262
Higher Education,"1,000 to 4,999 employees",Database,5,Microsoft SQL Server,45,28.7,157,262
Higher Education,"1,000 to 4,999 employees",Platform,1,Docker,116,73.0,159,262
Higher Education,"1,000 to 4,999 employees",Platform,2,Pip,91,57.2,159,262
Higher Education,"1,000 to 4,999 employees",Platform,3,npm,75,47.2,159,262
Higher Education,"1,000 to 4,999 employees",Platform,4,Make,53,33.3,159,262
Higher Education,"1,000 to 4,999 employees",Platform,5,Homebrew,48,30.2,159,262
Higher Education,"10,000 or more employees",AIModels,1,openAI GPT (chatbot models),31,79.5,39,116
Higher Education,"10,000 or more employees",AIModels,2,Anthropic: Claude Sonnet,17,43.6,39,116
Higher Education,"10,000 or more employees",AIModels,3,openAI Reasoning models,12,30.8,39,116
Higher Education,"10,000 or more employees",AIModels,4,Gemini (Flash general purpose models),11,28.2,39,116
Higher Education,"10,000 or more employees",AIModels,5,openAI Image generating models,10,25.6,39,116
Higher Education,"10,000 or more employees",Database,1,MySQL,36,55.4,65,116
Higher Education,"10,000 or more employees",Database,2,PostgreSQL,31,47.7,65,116
Higher Education,"10,000 or more employees",Database,3,SQLite,27,41.5,65,116
Higher Education,"10,000 or more employees",Database,4,MariaDB,25,38.5,65,116
Higher Education,"10,000 or more employees",Database,5,Microsoft SQL Server,20,30.8,65,116
Higher Education,"10,000 or more employees",Platform,1,Docker,43,58.9,73,116
Higher Education,"10,000 or more employees",Platform,2,Pip,43,58.9,73,116
Higher Education,"10,000 or more employees",Platform,3,Make,29,39.7,73,116
Higher Education,"10,000 or more employees",Platform,4,npm,27,37.0,73,116
Higher Education,"10,000 or more employees",Platform,5,APT,23,31.5,73,116
Higher Education,100 to 499 employees,AIModels,1,openAI GPT (chatbot models),58,90.6,64,144
Higher Education,100 to 499 employees,AIModels,2,Anthropic: Claude Sonnet,29,45.3,64,144
Higher Education,100 to 499 employees,AIModels,3,Gemini (Flash general purpose models),28,43.8,64,144
Higher Education,100 to 499 employees,AIModels,4,openAI Reasoning models,27,42.2,64,144
Higher Education,100 to 499 employees,AIModels,5,Gemini (Pro Reasoning models),17,26.6,64,144
Higher Education,100 to 499 employees,Database,1,SQLite,50,58.8,85,144
Higher Education,100 to 499 employees,Database,2,MySQL,47,55.3,85,144
Higher Education,100 to 499 employees,Database,3,MariaDB,38,44.7,85,144
Higher Education,100 to 499 employees,Database,4,PostgreSQL,38,44.7,85,144
Higher Education,100 to 499 employees,Database,5,MongoDB,24,28.2,85,144
Higher Education,100 to 499 employees,Platform,1,Docker,63,73.3,86,144
Higher Education,100 to 499 employees,Platform,2,Pip,48,55.8,86,144
Higher Education,100 to 499 employees,Platform,3,npm,48,55.8,86,144
Higher Education,100 to 499 employees,Platform,4,APT,27,31.4,86,144
Higher Education,100 to 499 employees,Platform,5,Amazon Web Services (AWS),26,30.2,86,144
Higher Education,20 to 99 employees,AIModels,1,openAI GPT (chatbot models),51,86.4,59,129
Higher Education,20 to 99 employees,AIModels,2,Anthropic: Claude Sonnet,23,39.0,59,129
Higher Education,20 to 99 employees,AIModels,3,openAI Reasoning models,22,37.3,59,129
Higher Education,20 to 99 employees,AIModels,4,Gemini (Flash general purpose models),18,30.5,59,129
Higher Education,20 to 99 employees,AIModels,5,Gemini (Pro Reasoning models),17,28.8,59,129
Higher Education,20 to 99 employees,Database,1,PostgreSQL,48,54.5,88,129
Higher Education,20 to 99 employees,Database,2,MySQL,41,46.6,88,129
Higher Education,20 to 99 employees,Database,3,SQLite,37,42.0,88,129
Higher Education,20 to 99 employees,Database,4,MariaDB,24,27.3,88,129
Higher Education,20 to 99 employees,Database,5,Microsoft SQL Server,19,21.6,88,129
Higher Education,20 to 99 employees,Platform,1,Docker,56,72.7,77,129
Higher Education,20 to 99 employees,Platform,2,Pip,41,53.2,77,129
Higher Education,20 to 99 employees,Platform,3,npm,41,53.2,77,129
Higher Education,20 to 99 employees,Platform,4,Amazon Web Services (AWS),26,33.8,77,129
Higher Education,20 to 99 employees,Platform,5,Google Cloud,16,20.8,77,129
Higher Education,"5,000 to 9,999 employees",AIModels,1,openAI GPT (chatbot models),62,87.3,71,147
Higher Education,"5,000 to 9,999 employees",AIModels,2,Anthropic: Claude Sonnet,28,39.4,71,147
Higher Education,"5,000 to 9,999 employees",AIModels,3,openAI Image generating models,23,32.4,71,147
Higher Education,"5,000 to 9,999 employees",AIModels,4,DeepSeek (R- Reasoning models),19,26.8,71,147
Higher Education,"5,000 to 9,999 employees",AIModels,5,Gemini (Flash general purpose models),19,26.8,71,147
Higher Education,"5,000 to 9,999 employees",Database,1,PostgreSQL,46,52.9,87,147
Higher Education,"5,000 to 9,999 employees",Database,2,SQLite,38,43.7,87,147
Higher Education,"5,000 to 9,999 employees",Database,3,MySQL,36,41.4,87,147
Higher Education,"5,000 to 9,999 employees",Database,4,MariaDB,29,33.3,87,147
Higher Education,"5,000 to 9,999 employees",Database,5,Microsoft SQL Server,17,19.5,87,147
Higher Education,"5,000 to 9,999 employees",Platform,1,Docker,64,71.1,90,147
Higher Education,"5,000 to 9,999 employees",Platform,2,Pip,51,56.7,90,147
Higher Education,"5,000 to 9,999 employees",Platform,3,npm,40,44.4,90,147
Higher Education,"5,000 to 9,999 employees",Platform,4,Make,31,34.4,90,147
Higher Education,"5,000 to 9,999 employees",Platform,5,Homebrew,30,33.3,90,147
Higher Education,500 to 999 employees,AIModels,1,openAI GPT (chatbot models),29,85.3,34,76
Higher Education,500 to 999 employees,AIModels,2,Anthropic: Claude Sonnet,11,32.4,34,76
Higher Education,500 to 999 employees,AIModels,3,Gemini (Flash general purpose models),10,29.4,34,76
Higher Education,500 to 999 employees,AIModels,4,openAI Image generating models,10,29.4,34,76
Higher Education,500 to 999 employees,AIModels,5,openAI Reasoning models,10,29.4,34,76
Higher Education,500 to 999 employees,Database,1,SQLite,26,48.1,54,76
Higher Education,500 to 999 employees,Database,2,MySQL,24,44.4,54,76
Higher Education,500 to 999 employees,Database,3,PostgreSQL,22,40.7,54,76
Higher Education,500 to 999 employees,Database,4,MariaDB,19,35.2,54,76
Higher Education,500 to 999 employees,Database,5,Microsoft SQL Server,19,35.2,54,76
Higher Education,500 to 999 employees,Platform,1,Docker,32,65.3,49,76
Higher Education,500 to 999 employees,Platform,2,npm,23,46.9,49,76
Higher Education,500 to 999 employees,Platform,3,Pip,21,42.9,49,76
Higher Education,500 to 999 employees,Platform,4,Microsoft Azure,13,26.5,49,76
Higher Education,500 to 999 employees,Platform,5,Amazon Web Services (AWS),12,24.5,49,76
Higher Education,I don’t know,AIModels,1,openAI GPT (chatbot models),27,96.4,28,86
Higher Education,I don’t know,AIModels,2,openAI Reasoning models,10,35.7,28,86
Higher Education,I don’t know,AIModels,3,openAI Image generating models,9,32.1,28,86
Higher Education,I don’t know,AIModels,4,Gemini (Flash general purpose models),7,25.0,28,86
Higher Education,I don’t know,AIModels,5,DeepSeek (R- Reasoning models),5,17.9,28,86
Higher Education,I don’t know,Database,1,SQLite,17,56.7,30,86
Higher Education,I don’t know,Database,2,PostgreSQL,13,43.3,30,86
Higher Education,I don’t know,Database,3,MariaDB,12,40.0,30,86
Higher Education,I don’t know,Database,4,MySQL,12,40.0,30,86
Higher Education,I don’t know,Database,5,MongoDB,8,26.7,30,86
Higher Education,I don’t know,Platform,1,Pip,31,79.5,39,86
Higher Education,I don’t know,Platform,2,Docker,25,64.1,39,86
Higher Education,I don’t know,Platform,3,Make,23,59.0,39,86
Higher Education,I don’t know,Platform,4,APT,16,41.0,39,86
Higher Education,I don’t know,Platform,5,npm,14,35.9,39,86
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,1,openAI GPT (chatbot models),11,91.7,12,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,2,Anthropic: Claude Sonnet,4,33.3,12,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,3,Gemini (Flash general purpose models),4,33.3,12,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,4,DeepSeek (R- Reasoning models),3,25.0,12,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,5,DeepSeek (V- General purpose models),3,25.0,12,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Database,1,MySQL,14,66.7,21,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Database,2,MariaDB,12,57.1,21,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Database,3,SQLite,11,52.4,21,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Database,4,PostgreSQL,10,47.6,21,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Database,5,Microsoft SQL Server,7,33.3,21,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Platform,1,Pip,9,69.2,13,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Platform,2,npm,8,61.5,13,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Platform,3,Docker,6,46.2,13,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Platform,4,Amazon Web Services (AWS),5,38.5,13,41
Higher Education,"Just me - I am a freelancer, sole proprietor, etc.",Platform,5,Cargo,4,30.8,13,41
Higher Education,Less than 20 employees,AIModels,1,openAI GPT (chatbot models),36,78.3,46,114
Higher Education,Less than 20 employees,AIModels,2,Anthropic: Claude Sonnet,24,52.2,46,114
Higher Education,Less than 20 employees,AIModels,3,Gemini (Flash general purpose models),24,52.2,46,114
Higher Education,Less than 20 employees,AIModels,4,openAI Reasoning models,18,39.1,46,114
Higher Education,Less than 20 employees,AIModels,5,openAI Image generating models,14,30.4,46,114
Higher Education,Less than 20 employees,Database,1,MySQL,35,50.7,69,114
Higher Education,Less than 20 employees,Database,2,PostgreSQL,35,50.7,69,114
Higher Education,Less than 20 employees,Database,3,SQLite,32,46.4,69,114
Higher Education,Less than 20 employees,Database,4,MariaDB,21,30.4,69,114
Higher Education,Less than 20 employees,Database,5,MongoDB,16,23.2,69,114
Higher Education,Less than 20 employees,Platform,1,Docker,33,57.9,57,114
Higher Education,Less than 20 employees,Platform,2,Pip,33,57.9,57,114
Higher Education,Less than 20 employees,Platform,3,npm,30,52.6,57,114
Higher Education,Less than 20 employees,Platform,4,Amazon Web Services (AWS),16,28.1,57,114
Higher Education,Less than 20 employees,Platform,5,Homebrew,16,28.1,57,114
Insurance,"1,000 to 4,999 employees",AIModels,1,openAI GPT (chatbot models),27,93.1,29,67
Insurance,"1,000 to 4,999 employees",AIModels,2,Anthropic: Claude Sonnet,16,55.2,29,67
Insurance,"1,000 to 4,999 employees",AIModels,3,Gemini (Flash general purpose models),11,37.9,29,67
Insurance,"1,000 to 4,999 employees",AIModels,4,openAI Reasoning models,11,37.9,29,67
Insurance,"1,000 to 4,999 employees",AIModels,5,openAI Image generating models,10,34.5,29,67
Insurance,"1,000 to 4,999 employees",Database,1,Microsoft SQL Server,29,55.8,52,67
Insurance,"1,000 to 4,999 employees",Database,2,PostgreSQL,27,51.9,52,67
Insurance,"1,000 to 4,999 employees",Database,3,MySQL,18,34.6,52,67
Insurance,"1,000 to 4,999 employees",Database,4,MongoDB,12,23.1,52,67
Insurance,"1,000 to 4,999 employees",Database,5,Oracle,12,23.1,52,67
Insurance,"1,000 to 4,999 employees",Platform,1,Docker,39,79.6,49,67
Insurance,"1,000 to 4,999 employees",Platform,2,npm,31,63.3,49,67
Insurance,"1,000 to 4,999 employees",Platform,3,Kubernetes,24,49.0,49,67
Insurance,"1,000 to 4,999 employees",Platform,4,Microsoft Azure,24,49.0,49,67
Insurance,"1,000 to 4,999 employees",Platform,5,Maven (build tool),18,36.7,49,67
Insurance,"10,000 or more employees",AIModels,1,openAI GPT (chatbot models),33,86.8,38,79
Insurance,"10,000 or more employees",AIModels,2,Gemini (Flash general purpose models),12,31.6,38,79
Insurance,"10,000 or more employees",AIModels,3,Anthropic: Claude Sonnet,10,26.3,38,79
Insurance,"10,000 or more employees",AIModels,4,openAI Image generating models,10,26.3,38,79
Insurance,"10,000 or more employees",AIModels,5,openAI Reasoning models,10,26.3,38,79
Insurance,"10,000 or more employees",Database,1,PostgreSQL,35,55.6,63,79
Insurance,"10,000 or more employees",Database,2,Microsoft SQL Server,23,36.5,63,79
Insurance,"10,000 or more employees",Database,3,Oracle,20,31.7,63,79
Insurance,"10,000 or more employees",Database,4,SQLite,20,31.7,63,79
Insurance,"10,000 or more employees",Database,5,MySQL,15,23.8,63,79
Insurance,"10,000 or more employees",Platform,1,Docker,42,67.7,62,79
Insurance,"10,000 or more employees",Platform,2,npm,41,66.1,62,79
Insurance,"10,000 or more employees",Platform,3,Microsoft Azure,34,54.8,62,79
Insurance,"10,000 or more employees",Platform,4,Amazon Web Services (AWS),30,48.4,62,79
Insurance,"10,000 or more employees",Platform,5,Pip,28,45.2,62,79
Insurance,100 to 499 employees,AIModels,1,openAI GPT (chatbot models),30,88.2,34,83
Insurance,100 to 499 employees,AIModels,2,openAI Reasoning models,11,32.4,34,83
Insurance,100 to 499 employees,AIModels,3,openAI Image generating models,7,20.6,34,83
Insurance,100 to 499 employees,AIModels,4,Anthropic: Claude Sonnet,6,17.6,34,83
